sample_id,study,condition,strain description,strain,culture type,evolved sample,base media,temperature (c),pH,carbon source (g/L),nitrogen source (g/L),electron acceptor,trace element mixture,supplement,antibiotic for selection,growth rate (1/hr),isolate type,additional details,biological replicates,doi,run_date,n_replicates
crp__wt_glyc__1,Crp ARs,wt_glyc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,doi.org/10.1371/journal.pone.0197272,8/14/2013,2
crp__wt_glyc__2,Crp ARs,wt_glyc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,2,doi.org/10.1371/journal.pone.0197272,8/14/2013,2
crp__delar1_glyc__1,Crp ARs,delar1_glyc,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,2,doi.org/10.1371/journal.pone.0197272,4/8/2014,2
crp__delar1_glyc__2,Crp ARs,delar1_glyc,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,2,doi.org/10.1371/journal.pone.0197272,4/8/2014,2
crp__delar1ar2_glyc__1,Crp ARs,delar1ar2_glyc,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delar1ar2_glyc__2,Crp ARs,delar1ar2_glyc,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delar1ar2_glyc__3,Crp ARs,delar1ar2_glyc,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delar2_glyc__1,Crp ARs,delar2_glyc,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delar2_glyc__2,Crp ARs,delar2_glyc,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delar2_glyc__3,Crp ARs,delar2_glyc,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,4/8/2014,3
crp__delcrp_fru__1,Crp ARs,delcrp_fru,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_fru__2,Crp ARs,delcrp_fru,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_fru__3,Crp ARs,delcrp_fru,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glc__1,Crp ARs,delcrp_glc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glc__2,Crp ARs,delcrp_glc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glc__3,Crp ARs,delcrp_glc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glyc__1,Crp ARs,delcrp_glyc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glyc__2,Crp ARs,delcrp_glyc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
crp__delcrp_glyc__3,Crp ARs,delcrp_glyc,Escherichia coli K-12 MG1655 del_crp,MG1655,Batch,No,M9,37,7,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,3,doi.org/10.1371/journal.pone.0197272,3/27/2014,3
glu__glu_ale3__1,Glucose Evolution,glu_ale3,Escherichia coli GLU.3.412.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.01,Clonal,GLU A3 F412 I1,1,doi.org/10.1128/AEM.02246-14,4/15/2013,1
glu__glu_ale4__1,Glucose Evolution,glu_ale4,Escherichia coli GLU.4.403.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,GLU A4 F403 I1,1,doi.org/10.1128/AEM.02246-14,4/16/2013,1
glu__glu_ale5__1,Glucose Evolution,glu_ale5,Escherichia coli GLU.5.288.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.01,Clonal,GLU A5 F288 I1,1,doi.org/10.1128/AEM.02246-14,4/16/2013,1
glu__glu_ale6__1,Glucose Evolution,glu_ale6,Escherichia coli GLU.6.406.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1,Clonal,GLU A6 F406 I1,1,doi.org/10.1128/AEM.02246-14,4/19/2013,1
glu__glu_ale8__1,Glucose Evolution,glu_ale8,Escherichia coli GLU.8.380.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.99,Clonal,GLU A8 F380 I1,1,doi.org/10.1128/AEM.02246-14,5/1/2013,1
glu__glu_ale9__1,Glucose Evolution,glu_ale9,Escherichia coli GLU.9.433.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.01,Clonal,GLU A9 F422 I1,1,doi.org/10.1128/AEM.02246-14,5/18/2013,1
glu__glu_ale10__1,Glucose Evolution,glu_ale10,Escherichia coli GLU.10.418.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.02,Clonal,GLU A10 F418 I1,1,doi.org/10.1128/AEM.02246-14,5/19/2013,1
42c__wt_42c__1,42C Evolution,wt_42c,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.82,,,1,doi.org/10.1093/molbev/msu209,5/1/2013,1
42c__42c_ale1__1,42C Evolution,42c_ale1,Escherichia coli 42C.1.124.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,42C A1 F124 I1,1,doi.org/10.1093/molbev/msu209,5/7/2013,1
42c__42c_ale2__1,42C Evolution,42c_ale2,Escherichia coli 42C.2.163.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.97,Clonal,42C A2 F163 I1,1,doi.org/10.1093/molbev/msu209,5/2/2013,1
42c__42c_ale3__1,42C Evolution,42c_ale3,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.92,Clonal,42C A3 F120 I1,1,doi.org/10.1093/molbev/msu209,5/1/2013,1
42c__42c_ale4__1,42C Evolution,42c_ale4,Escherichia coli 42C.4.161.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.03,Clonal,42C A4 F161 I1,1,doi.org/10.1093/molbev/msu209,5/2/2013,1
42c__42c_ale5__1,42C Evolution,42c_ale5,Escherichia coli 42C.5.125.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.94,Clonal,42C A5 F125 I1,1,doi.org/10.1093/molbev/msu209,5/2/2013,1
42c__42c_ale6__1,42C Evolution,42c_ale6,Escherichia coli 42C.6.164.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.97,Clonal,42C A6 F164 I1,1,doi.org/10.1093/molbev/msu209,5/3/2013,1
42c__42c_ale8__1,42C Evolution,42c_ale8,Escherichia coli 42C.8.164.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,42C A8 F164 I1,1,doi.org/10.1093/molbev/msu209,5/2/2013,1
42c__42c_ale9__1,42C Evolution,42c_ale9,Escherichia coli 42C.9.131.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.92,Clonal,42C A9 F131 I1,1,doi.org/10.1093/molbev/msu209,5/3/2013,1
42c__42c_ale10__1,42C Evolution,42c_ale10,Escherichia coli 42C.10.153.1,MG1655,Batch,Endpoint,M9,42,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,42C A10 F153 I1,1,doi.org/10.1093/molbev/msu209,5/3/2013,1
ssw__wt_ac__1,Substrate-switching Evolution,wt_ac,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,,0.27,,,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__wt_glc__1,Substrate-switching Evolution,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.73,,,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__wt_glyc__1,Substrate-switching Evolution,wt_glyc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,,0.45,,,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__wt_xyl__1,Substrate-switching Evolution,wt_xyl,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.55,,,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_ale1__1,Substrate-switching Evolution,glc_ale1,Escherichia coli C13.1.133.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.96,Clonal,C13 A1 F133 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_ale2__1,Substrate-switching Evolution,glc_ale2,Escherichia coli C13.1.134.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.99,Clonal,C13 A1 F134 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_ale3__1,Substrate-switching Evolution,glc_ale3,Escherichia coli C13.6.133.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.97,Clonal,C13 A6 F133 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glyc_ale1__1,Substrate-switching Evolution,glyc_ale1,Escherichia coli SSW_GLY.1.45.1,MG1655,Batch,Endpoint,M9,37,7,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,,0.73,Clonal,SSW GLY A1 F45 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glyc_ale2__1,Substrate-switching Evolution,glyc_ale2,Escherichia coli SSW_GLY.2.45.1,MG1655,Batch,Endpoint,M9,37,7,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,,0.76,Clonal,SSW GLY A2 F45 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__xyl_ale1__1,Substrate-switching Evolution,xyl_ale1,Escherichia coli SSW_XYL.1.20.1,MG1655,Batch,Endpoint,M9,37,7,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.76,Clonal,SSW XYL A1 F20 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__xyl_ale2__1,Substrate-switching Evolution,xyl_ale2,Escherichia coli SSW_XYL.2.20.1,MG1655,Batch,Endpoint,M9,37,7,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.74,Clonal,SSW XYL A2 F20 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__xyl_ale3__1,Substrate-switching Evolution,xyl_ale3,Escherichia coli SSW_XYL.3.20.1,MG1655,Batch,Endpoint,M9,37,7,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.71,Clonal,SSW XYL A3 F20 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_ac_ac2__1,Substrate-switching Evolution,glc_ac_ac2,Escherichia coli SSW_GLU_AC.9.92.4,MG1655,Batch,Endpoint,M9,37,7,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,,0.39,Clonal,SSW GLU AC A9 F92 I4,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_ac_glc1__1,Substrate-switching Evolution,glc_ac_glc1,Escherichia coli SSW_GLU_AC.9.92.3,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.89,Clonal,SSW GLU AC A9 F92 I3,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_glyc_glc__1,Substrate-switching Evolution,glc_glyc_glc,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.93,Clonal,SSW GLU GLY A4 F165 I2,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_glyc_glyc__1,Substrate-switching Evolution,glc_glyc_glyc,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,Batch,Endpoint,M9,37,7,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,,0.85,Clonal,SSW GLU GLY A4 F165 I2,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_xyl_glc__1,Substrate-switching Evolution,glc_xyl_glc,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.96,Clonal,SSW GLU GLY A2 F165 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ssw__glc_xyl_xyl__1,Substrate-switching Evolution,glc_xyl_xyl,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,Batch,Endpoint,M9,37,7,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.75,Clonal,SSW GLU XYL A2 F165 I1,1,doi.org/10.1128/AEM.00410-17,4/18/2017,1
ica__wt_glc__1,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.58,,,4,doi.org/10.1038/s41467-019-13483-w,12/10/2017,6
ica__wt_glc__2,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.58,,,4,doi.org/10.1038/s41467-019-13483-w,12/10/2017,6
ica__wt_glc__3,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.66,,,4,doi.org/10.1038/s41467-019-13483-w,12/23/2017,6
ica__wt_glc__4,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.66,,,4,doi.org/10.1038/s41467-019-13483-w,12/23/2017,6
ica__arg_sbt__1,ICA,arg_sbt,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),,0.27,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__arg_sbt__2,ICA,arg_sbt,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),,0.27,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__cytd_rib__1,ICA,cytd_rib,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),,0.31,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__cytd_rib__2,ICA,cytd_rib,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),,0.31,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__gth__1,ICA,gth,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),,0.07,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__gth__2,ICA,gth,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),,0.07,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__leu_glcr__1,ICA,leu_glcr,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),,0.29,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__leu_glcr__2,ICA,leu_glcr,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),,0.29,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__met_glc__1,ICA,met_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),,0.74,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__met_glc__2,ICA,met_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),,0.74,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__no3_anaero__1,ICA,no3_anaero,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,0.35,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__no3_anaero__2,ICA,no3_anaero,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,0.35,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__phe_acgam__1,ICA,phe_acgam,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,0.63,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__phe_acgam__2,ICA,phe_acgam,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,0.63,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__thm_gal__1,ICA,thm_gal,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,0.34,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__thm_gal__2,ICA,thm_gal,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,0.34,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__tyr_glcn__1,ICA,tyr_glcn,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,0.57,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__tyr_glcn__2,ICA,tyr_glcn,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,0.57,,,2,doi.org/10.1038/s41467-019-13483-w,12/10/2017,2
ica__ura_pyr__1,ICA,ura_pyr,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,0.27,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__ura_pyr__2,ICA,ura_pyr,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,0.27,,,2,doi.org/10.1038/s41467-019-13483-w,12/23/2017,2
ica__wt_glc__5,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.63,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,6
ica__wt_glc__6,ICA,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.63,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,6
ica__bw_delpurR_cytd__1,ICA,bw_delpurR_cytd,Escherichia coli K-12 BW25113 del_purR,BW25113,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),,0.66,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,2
ica__bw_delpurR_cytd__2,ICA,bw_delpurR_cytd,Escherichia coli K-12 BW25113 del_purR,BW25113,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),,0.66,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,2
ica__ade_glc__1,ICA,ade_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,0.78,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,2
ica__ade_glc__2,ICA,ade_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,0.78,,,2,doi.org/10.1038/s41467-019-13483-w,10/17/2018,2
ytf__wt_glc__1,yTF,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.69,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__wt_glc__2,yTF,wt_glc,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.68,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyafC__1,yTF,delyafC,Escherichia coli K-12 MG1655 del_yafC,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyafC__2,yTF,delyafC,Escherichia coli K-12 MG1655 del_yafC,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyeiE__1,yTF,delyeiE,Escherichia coli K-12 MG1655 del_yeiE,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.68,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyeiE__2,yTF,delyeiE,Escherichia coli K-12 MG1655 del_yeiE,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.67,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyiaJ__1,yTF,delyiaJ,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyiaJ__2,yTF,delyiaJ,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyieP__1,yTF,delyieP,Escherichia coli K-12 MG1655 del_yieP,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.67,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delyieP__2,yTF,delyieP,Escherichia coli K-12 MG1655 del_yieP,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__wt_ph5__1,yTF,wt_ph5,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.49,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__wt_ph5__2,yTF,wt_ph5,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.48,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__wt_ph8__1,yTF,wt_ph8,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__wt_ph8__2,yTF,wt_ph8,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
ytf__delybaO__1,yTF,delybaO,Escherichia coli K-12 MG1655 del_ybaO,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.62,,,2,doi.org/10.1093/nar/gky752,10/2/2017,2
